1.349,1.338,1.328,1.318,1.307,1.297,1.287,1.276,1.266,1.256,1.245,1.235,1.225,1.215,1.204,1.194,1.184,1.173,1.163,1.153,1.142,1.132,1.122,1.111,1.101,1.091,1.08,1.07,1.06,1.049,1.039,1.029,1.019,1.008,0.998,0.988,0.977,0.967,0.957,0.946,0.936,0.926,0.915,0.905,0.895,0.884,0.874,0.864,0.853,0.843,0.833,0.823,0.812,0.802,0.792,0.781,0.771,0.761,0.75,0.74,0.73,0.719,0.709,0.699,0.688
1.991,1.98,1.97,1.96,1.949,1.939,1.929,1.918,1.908,1.898,1.887,1.877,1.867,1.857,1.846,1.836,1.826,1.815,1.805,1.795,1.784,1.774,1.764,1.753,1.743,1.733,1.722,1.712,1.702,1.691,1.681,1.671,1.661,1.65,1.64,1.63,1.619,1.609,1.599,1.588,1.578,1.568,1.557,1.547,1.537,1.526,1.516,1.506,1.495,1.485,1.475,1.465,1.454,1.444,1.434,1.423,1.413,1.403,1.392,1.382,1.372,1.361,1.351,1.341,1.33
1.028,1.017,1.007,0.997,0.986,0.976,0.966,0.955,0.945,0.935,0.924,0.914,0.904,0.893,0.883,0.873,0.863,0.852,0.842,0.832,0.821,0.811,0.801,0.79,0.78,0.77,0.759,0.749,0.739,0.728,0.718,0.708,0.697,0.687,0.677,0.667,0.656,0.646,0.636,0.625,0.615,0.605,0.594,0.584,0.574,0.563,0.553,0.543,0.532,0.522,0.512,0.501,0.491,0.481,0.471,0.46,0.45,0.44,0.429,0.419,0.409,0.398,0.388,0.378,0.367
2.312,2.301,2.291,2.281,2.27,2.26,2.25,2.239,2.229,2.219,2.208,2.198,2.188,2.178,2.167,2.157,2.147,2.136,2.126,2.116,2.105,2.095,2.085,2.074,2.064,2.054,2.043,2.033,2.023,2.012,2.002,1.992,1.982,1.971,1.961,1.951,1.94,1.93,1.92,1.909,1.899,1.889,1.878,1.868,1.858,1.847,1.837,1.827,1.816,1.806,1.796,1.786,1.775,1.765,1.755,1.744,1.734,1.724,1.713,1.703,1.693,1.682,1.672,1.662,1.651
1.67,1.659,1.649,1.639,1.628,1.618,1.608,1.597,1.587,1.577,1.566,1.556,1.546,1.536,1.525,1.515,1.505,1.494,1.484,1.474,1.463,1.453,1.443,1.432,1.422,1.412,1.401,1.391,1.381,1.37,1.36,1.35,1.34,1.329,1.319,1.309,1.298,1.288,1.278,1.267,1.257,1.247,1.236,1.226,1.216,1.205,1.195,1.185,1.174,1.164,1.154,1.144,1.133,1.123,1.113,1.102,1.092,1.082,1.071,1.061,1.051,1.04,1.03,1.02,1.009
1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359,1.359
2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001
1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038,1.038
2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.322
1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
